item_id,order_id,product_id,product_name,category,quantity,unit_price,line_total,sku
ITM3239153,ORD106712,PROD3146,TECHNOLOGY_PROD3146,Electronics,1,478.39,478.39,SKU-16856
ITM1939378,ORD106712,PROD4485,GUESS_PROD4485,Toys,4,354.4,1417.6,SKU-45698
ITM2127089,ORD954151,PROD3992,US_PROD3992,Clothing,3,406.27,1218.81,SKU-74516
ITM5706008,ORD954151,PROD7983,able_PROD7983,Toys,5,219.31,1096.55,SKU-57137
ITM9880499,ORD418529,PROD3240,provide_PROD3240,Sports,2,98.46,196.92,SKU-39191
ITM1305861,ORD418529,PROD3481,EVER_PROD3481,Clothing,3,24.57,73.71,
ITM3396775,ORD418529,PROD8224,source_PROD8224,,2,309.54,619.08,SKU-33021
ITM3165583,ORD182304,PROD5780,author_prod5780,Electronics,5,465.3,2326.5,SKU-75046
ITM5652122,ORD182304,PROD5384,heart_PROD5384,,2,451.25,902.5,SKU-47933
ITM5510443,ORD182304,PROD1526,NOTHING_PROD1526,Clothing,2,47.15,94.3,SKU-84680
ITM6697946,ORD427208,PROD8448,painting_PROD8448,electronics,1,87.02,87.02,SKU-36884
ITM7066015,ORD427208,PROD4081,FRONT_PROD4081,electronics,3,442.3,1326.9,SKU-60455
ITM7962088,ORD566547,PROD6443,ball_PROD6443,,4,90.58,362.32,SKU-59734
ITM6081276,ORD566547,PROD4780,case_PROD4780,ELECTRONICS,5,430.6,2153.0,SKU-63768
ITM8254070,ORD700335,PROD3706,send_PROD3706,Sports,2,32.58,65.16,SKU-50092
ITM6433291,ORD652145,PROD8795,beat_prod8795,,3,41.09,123.27,SKU-71077
ITM1302092,ORD652145,PROD1621,time_PROD1621,Toys,4,105.72,422.88,SKU-23102
ITM4008052,ORD652145,PROD7638,four_PROD7638,ELECTRONICS,5,256.82,1284.1,SKU-87960
ITM6696167,ORD596816,PROD3001,practice_prod3001,Clothing,2,346.69,693.38,SKU-51142
ITM6724630,ORD596816,PROD9172,PERSONAL_PROD9172,Books,4,40.71,162.84,SKU-36896
ITM9447730,ORD596816,PROD3056,ever_PROD3056,Books,3,282.53,847.59,SKU-14523
ITM9333116,ORD596816,PROD3365,simple_PROD3365,Toys,2,491.29,982.58,SKU-43221
ITM1710350,ORD577095,PROD2775,scene_prod2775,,2,310.81,621.62,SKU-39131
ITM5316908,ORD577095,PROD3415,choose_prod3415,,1,325.29,325.29,SKU-33315
ITM7443911,ORD103890,PROD4300,production_prod4300,Books,4,75.85,303.4,SKU-35110
ITM4181556,ORD103890,PROD9074,adult_PROD9074,ELECTRONICS,2,162.05,324.1,SKU-43648
ITM2400888,ORD103890,PROD6284,whether_prod6284,electronics,1,373.81,373.81,SKU-42671
ITM4427541,ORD193282,PROD9011,center_PROD9011,Sports,2,76.01,152.02,
ITM5300742,ORD193282,PROD1354,and_prod1354,Books,3,31.61,94.83,SKU-68450
ITM7321420,ORD275982,PROD3207,eat_PROD3207,Sports,2,68.88,137.76,SKU-13942
ITM2076984,ORD275982,PROD8257,weight_PROD8257,,2,395.1,790.2,
ITM5762464,ORD275982,PROD7062,PAPER_PROD7062,ELECTRONICS,1,136.61,136.61,SKU-83953
ITM8875041,ORD515841,PROD5773,UNDERSTAND_PROD5773,Clothing,4,190.32,761.28,SKU-25645
ITM1995981,ORD515841,PROD4776,ROLE_PROD4776,electronics,1,325.02,325.02,SKU-51626
ITM3522021,ORD409668,PROD3317,somebody_prod3317,Toys,4,189.06,756.24,SKU-89644
ITM7990556,ORD409668,PROD4299,animal_PROD4299,Clothing,3,448.89,1346.67,SKU-48825
ITM1642609,ORD409668,PROD9777,executive_PROD9777,Clothing,5,355.0,1775.0,
ITM8670910,ORD409668,PROD2431,matter_PROD2431,,3,58.03,174.09,SKU-29779
ITM5635361,ORD409668,PROD6765,SEVERAL_PROD6765,electronics,1,172.88,172.88,SKU-77927
ITM8983857,ORD164417,PROD4543,development_prod4543,,5,173.59,867.95,SKU-42400
ITM2753882,ORD164417,PROD9872,full_PROD9872,Sports,5,493.05,2465.25,SKU-88795
ITM9053482,ORD164417,PROD2605,control_PROD2605,,2,146.74,293.48,SKU-53317
ITM5730197,ORD164417,PROD6960,republican_prod6960,electronics,5,203.43,1017.15,SKU-83446
ITM3596318,ORD912538,PROD7656,research_prod7656,Electronics,1,49.61,49.61,SKU-71055
ITM9285763,ORD912538,PROD1968,blood_prod1968,Books,2,477.02,954.04,SKU-47472
ITM1262603,ORD112705,PROD7536,behind_prod7536,,3,65.95,197.85,SKU-49370
ITM5734813,ORD112705,PROD6555,risk_PROD6555,Home & Garden,3,29.63,88.89,SKU-49879
ITM1014850,ORD112705,PROD3019,look_prod3019,,1,381.55,381.55,SKU-61530
ITM3650347,ORD112705,PROD3261,EAST_PROD3261,Toys,3,358.55,1075.65,SKU-22800
ITM1417642,ORD104119,PROD6225,she_prod6225,Toys,3,490.03,1470.09,SKU-50264
ITM4231597,ORD104119,PROD3943,employee_PROD3943,,5,433.05,2165.25,SKU-95826
ITM4740649,ORD104119,PROD9606,together_PROD9606,Clothing,4,407.33,1629.32,SKU-11705
ITM8604034,ORD104119,PROD8883,investment_PROD8883,,2,294.85,589.7,SKU-22767
ITM1236468,ORD724446,PROD2739,young_PROD2739,Sports,1,426.0,426.0,SKU-72401
ITM9528685,ORD724446,PROD4007,AND_PROD4007,electronics,1,339.44,339.44,SKU-50416
ITM1303847,ORD563837,PROD4135,good_PROD4135,Clothing,4,253.14,1012.56,SKU-80238
ITM3731547,ORD563837,PROD9106,WORD_PROD9106,Home & Garden,2,70.11,140.22,SKU-64359
ITM5438023,ORD563837,PROD4389,SCIENCE_PROD4389,,5,144.97,724.85,SKU-72096
ITM9810837,ORD278489,PROD1554,serious_PROD1554,,3,39.61,118.83,SKU-55506
ITM8112188,ORD569488,PROD6639,quality_PROD6639,,3,210.77,632.31,SKU-63515
ITM7878105,ORD492194,PROD5856,share_PROD5856,Sports,3,141.53,424.59,SKU-73715
ITM2849341,ORD492194,PROD1813,campaign_prod1813,Electronics,4,66.04,264.16,SKU-22935
ITM4070771,ORD492194,PROD4696,fine_prod4696,Books,3,338.23,1014.69,SKU-18719
ITM4011742,ORD492194,PROD4291,share_prod4291,ELECTRONICS,5,45.74,228.7,SKU-89857
ITM8797217,ORD492194,PROD7551,end_PROD7551,ELECTRONICS,4,390.48,1561.92,SKU-24727
ITM6670216,ORD477689,PROD7146,LIFE_PROD7146,Clothing,1,495.32,495.32,SKU-80055
ITM6143744,ORD477689,PROD7536,YEAR_PROD7536,Electronics,2,32.94,65.88,SKU-44316
ITM7941148,ORD477689,PROD5446,WESTERN_PROD5446,Electronics,1,268.35,268.35,SKU-19249
ITM7069280,ORD477689,PROD7276,among_PROD7276,electronics,3,298.57,895.71,SKU-34072
ITM2704002,ORD503415,PROD4390,CULTURE_PROD4390,Electronics,2,59.32,118.64,SKU-68064
ITM5299981,ORD779052,PROD7175,another_PROD7175,,5,442.4,2212.0,
ITM6873443,ORD779052,PROD7691,TOWN_PROD7691,,1,259.91,259.91,
ITM6132990,ORD262288,PROD1963,move_prod1963,,4,474.61,1898.44,SKU-46530
ITM7086512,ORD262288,PROD6273,program_prod6273,,3,44.59,133.77,SKU-67765
ITM7658865,ORD262288,PROD7739,AUTHOR_PROD7739,Sports,2,191.53,383.06,SKU-14391
ITM5225183,ORD262288,PROD8084,feel_PROD8084,Clothing,4,268.13,1072.52,SKU-13721
ITM6956131,ORD986882,PROD4516,charge_PROD4516,,1,156.82,156.82,SKU-69963
ITM5339067,ORD986882,PROD2493,improve_PROD2493,Electronics,3,19.55,58.65,SKU-93597
ITM5544660,ORD986882,PROD9750,study_PROD9750,electronics,4,422.06,1688.24,SKU-84762
ITM9671743,ORD986882,PROD4466,yard_PROD4466,Sports,2,470.75,941.5,SKU-87143
ITM1986806,ORD680290,PROD1329,base_PROD1329,electronics,4,315.38,1261.52,SKU-72811
ITM8436533,ORD902271,PROD6552,MYSELF_PROD6552,electronics,5,84.11,420.55,SKU-78967
ITM4378218,ORD902271,PROD5450,power_PROD5450,,2,286.79,573.58,
ITM7171715,ORD902271,PROD2489,PM_PROD2489,electronics,2,306.4,612.8,SKU-62307
ITM4741210,ORD902271,PROD2749,SERIES_PROD2749,Electronics,1,59.01,59.01,
ITM7550621,ORD902271,PROD8773,work_prod8773,Electronics,5,160.77,803.85,SKU-98305
ITM8508928,ORD600895,PROD8109,owner_prod8109,Sports,2,340.78,681.56,SKU-78561
ITM7590731,ORD242865,PROD2007,meet_prod2007,ELECTRONICS,4,252.06,1008.24,SKU-60885
ITM3179066,ORD242865,PROD9752,travel_PROD9752,Books,1,164.65,164.65,SKU-26789
ITM6811067,ORD242865,PROD5363,OLD_PROD5363,Toys,3,19.6,58.8,SKU-19333
ITM6321292,ORD242865,PROD9230,country_PROD9230,Home & Garden,5,275.76,1378.8,SKU-13279
ITM2144802,ORD242865,PROD3242,business_prod3242,Books,3,235.5,706.5,SKU-81784
ITM1749010,ORD242865,PROD1942,future_prod1942,electronics,1,334.98,334.98,SKU-16208
ITM4311501,ORD242865,PROD5180,pm_prod5180,Toys,4,284.89,1139.56,SKU-46391
ITM7774893,ORD512242,PROD4621,series_PROD4621,Toys,4,454.44,1817.76,SKU-51817
ITM2407348,ORD794809,PROD8663,culture_prod8663,,4,483.08,1932.32,SKU-54132
ITM4261264,ORD794809,PROD2872,able_PROD2872,Clothing,1,71.75,71.75,SKU-99515
ITM4585919,ORD794809,PROD9748,address_PROD9748,,2,150.62,301.24,SKU-52949
ITM6391077,ORD794809,PROD2310,newspaper_prod2310,Clothing,3,361.03,1083.09,SKU-72447
ITM9326889,ORD794809,PROD4916,PROVIDE_PROD4916,Clothing,1,440.38,440.38,SKU-30032
ITM9981552,ORD794809,PROD2341,explain_prod2341,Electronics,2,454.3,908.6,SKU-83524
ITM4562217,ORD362707,PROD7958,follow_PROD7958,Toys,3,331.43,994.29,SKU-88886
ITM1192845,ORD362707,PROD9599,none_prod9599,Toys,4,474.04,1896.16,SKU-74691
ITM8791966,ORD883667,PROD5902,enter_prod5902,Electronics,3,326.52,979.56,SKU-15915
ITM2348501,ORD883667,PROD1060,talk_prod1060,,1,311.34,311.34,SKU-10656
ITM2466491,ORD883667,PROD2782,SPACE_PROD2782,ELECTRONICS,3,104.69,314.07,SKU-94882
ITM1705528,ORD883667,PROD4418,OFF_PROD4418,,3,228.76,686.28,SKU-76339
ITM1801876,ORD125012,PROD1193,tough_prod1193,Books,3,336.97,1010.91,SKU-32954
ITM7677654,ORD187203,PROD9082,ACTION_PROD9082,ELECTRONICS,4,8.49,33.96,SKU-88571
ITM1901198,ORD187203,PROD2048,HERE_PROD2048,,3,219.16,657.48,
ITM8607696,ORD187203,PROD9904,recently_PROD9904,,3,183.82,551.46,SKU-21511
ITM2407003,ORD246082,PROD7601,pm_prod7601,,5,489.04,2445.2,
ITM1120457,ORD656642,PROD6804,END_PROD6804,Books,4,146.49,585.96,SKU-75449
ITM6049905,ORD656642,PROD2566,us_PROD2566,Toys,5,136.74,683.7,SKU-36338
ITM5290789,ORD601294,PROD3237,SELL_PROD3237,,4,24.64,98.56,SKU-80382
ITM4697972,ORD601294,PROD4918,FULL_PROD4918,electronics,1,122.35,122.35,SKU-85823
ITM4341990,ORD601294,PROD8386,INVOLVE_PROD8386,ELECTRONICS,1,313.35,313.35,SKU-74192
ITM2105765,ORD601294,PROD2230,CAR_PROD2230,Clothing,3,401.72,1205.16,SKU-30624
ITM4532010,ORD617776,PROD7428,TOWN_PROD7428,,4,356.54,1426.16,SKU-38990
ITM3292530,ORD617776,PROD4959,READY_PROD4959,,4,338.62,1354.48,SKU-59429
ITM2489703,ORD617776,PROD5111,position_prod5111,Sports,1,140.81,140.81,SKU-53519
ITM4303378,ORD617776,PROD8484,wish_PROD8484,electronics,1,187.67,187.67,SKU-15170
ITM4726275,ORD432409,PROD4032,top_prod4032,Electronics,1,169.88,169.88,SKU-75143
ITM5069101,ORD122010,PROD9154,WHOM_PROD9154,,4,133.85,535.4,SKU-31267
ITM2493954,ORD122010,PROD8912,FAST_PROD8912,,5,297.06,1485.3,
ITM9485937,ORD769070,PROD9373,kitchen_prod9373,Toys,2,307.1,614.2,SKU-93211
ITM8296388,ORD769070,PROD8258,land_PROD8258,electronics,2,459.79,919.58,SKU-68466
ITM2568227,ORD769070,PROD7379,her_prod7379,Books,1,27.56,27.56,SKU-98633
ITM1211045,ORD769070,PROD6961,RECENTLY_PROD6961,,1,141.42,141.42,SKU-26998
ITM3197953,ORD823808,PROD2280,include_prod2280,electronics,3,179.66,538.98,SKU-35956
ITM2810729,ORD533929,PROD8495,AFTER_PROD8495,Books,3,441.04,1323.12,SKU-84673
ITM1391097,ORD533929,PROD9415,general_PROD9415,Toys,3,467.57,1402.71,SKU-13069
ITM5810394,ORD533929,PROD8065,but_prod8065,electronics,3,140.39,421.17,SKU-27149
ITM3194382,ORD533929,PROD1169,this_PROD1169,,2,400.13,800.26,SKU-17503
ITM9050239,ORD847652,PROD6224,sit_prod6224,Toys,4,89.95,359.8,SKU-30295
ITM3787587,ORD847652,PROD1742,able_PROD1742,,4,19.16,76.64,SKU-54157
ITM9428680,ORD847652,PROD3190,late_PROD3190,Sports,2,257.06,514.12,SKU-24776
ITM1076715,ORD847652,PROD5036,MOUTH_PROD5036,Toys,2,240.21,480.42,SKU-60468
ITM8204708,ORD847652,PROD7237,talk_PROD7237,Home & Garden,3,476.73,1430.19,SKU-36878
ITM1531333,ORD847652,PROD8367,GUN_PROD8367,Home & Garden,5,62.11,310.55,SKU-45577
ITM9585306,ORD847652,PROD9857,long_prod9857,Clothing,1,460.67,460.67,SKU-18684
ITM4042102,ORD847652,PROD7888,range_PROD7888,,1,205.04,205.04,SKU-35884
ITM7271228,ORD765913,PROD1960,change_prod1960,Toys,3,303.25,909.75,SKU-66106
ITM4545478,ORD765913,PROD9808,garden_prod9808,ELECTRONICS,3,484.83,1454.49,SKU-59095
ITM8107195,ORD765913,PROD2129,myself_PROD2129,Home & Garden,3,309.73,929.19,SKU-18676
ITM2475233,ORD765913,PROD7691,trial_PROD7691,,2,356.99,713.98,SKU-50751
ITM3569066,ORD711501,PROD6460,mouth_PROD6460,,1,244.68,244.68,SKU-94417
ITM2586351,ORD711501,PROD2872,ENVIRONMENTAL_PROD2872,ELECTRONICS,1,114.31,114.31,SKU-11612
ITM9367469,ORD711501,PROD9350,cold_PROD9350,Electronics,3,314.16,942.48,SKU-30314
ITM5870922,ORD898606,PROD6459,plant_prod6459,Clothing,1,292.01,292.01,SKU-41671
ITM2153750,ORD898606,PROD7823,tell_prod7823,Sports,5,351.87,1759.35,SKU-32369
ITM8745496,ORD903989,PROD9904,represent_PROD9904,,4,336.62,1346.48,SKU-21641
ITM9448073,ORD903989,PROD3767,south_PROD3767,Sports,3,290.97,872.91,SKU-53989
ITM4458969,ORD148582,PROD4891,move_PROD4891,electronics,4,125.23,500.92,SKU-90983
ITM8164311,ORD148582,PROD6906,star_prod6906,Toys,4,427.93,1711.72,SKU-59683
ITM9889000,ORD148582,PROD9397,through_prod9397,ELECTRONICS,3,54.13,162.39,SKU-18817
ITM5637040,ORD981759,PROD9396,attorney_PROD9396,,1,354.75,354.75,SKU-32919
ITM3968384,ORD981759,PROD6495,NOTICE_PROD6495,Home & Garden,1,378.66,378.66,SKU-20741
ITM6604942,ORD981759,PROD1050,room_prod1050,Books,3,251.0,753.0,SKU-99572
ITM1914962,ORD981759,PROD9942,person_PROD9942,,4,390.99,1563.96,SKU-28106
ITM6263444,ORD832535,PROD5525,anything_prod5525,,1,232.11,232.11,
ITM6448829,ORD832535,PROD6304,management_PROD6304,Books,3,20.74,62.22,SKU-76726
ITM3633187,ORD832535,PROD9115,INSTITUTION_PROD9115,,1,480.2,480.2,SKU-44392
ITM5077679,ORD821520,PROD4750,PARTY_PROD4750,Books,2,210.67,421.34,SKU-94555
ITM9601844,ORD821520,PROD9824,GO_PROD9824,Home & Garden,3,169.23,507.69,SKU-99049
ITM4123701,ORD821520,PROD7194,day_prod7194,Clothing,1,412.91,412.91,SKU-51193
ITM3580636,ORD532491,PROD3430,catch_PROD3430,electronics,2,162.94,325.88,SKU-33041
ITM9184060,ORD532491,PROD3358,MAINTAIN_PROD3358,ELECTRONICS,4,228.62,914.48,SKU-28975
ITM7711708,ORD532491,PROD5213,anything_prod5213,Books,1,410.68,410.68,SKU-55084
ITM1602999,ORD532491,PROD4786,HAIR_PROD4786,,5,266.24,1331.2,SKU-67630
ITM3797202,ORD175980,PROD1144,this_PROD1144,Home & Garden,1,438.75,438.75,SKU-36938
ITM3471778,ORD591160,PROD4287,particularly_prod4287,Toys,3,425.46,1276.38,SKU-24189
ITM5879872,ORD591160,PROD3298,able_PROD3298,Clothing,1,124.46,124.46,SKU-11759
ITM9552183,ORD591160,PROD5387,drop_PROD5387,Sports,4,352.84,1411.36,SKU-67899
ITM6271550,ORD900735,PROD9357,BUILDING_PROD9357,Toys,3,376.93,1130.79,SKU-66553
ITM6113358,ORD900735,PROD2330,SIGNIFICANT_PROD2330,Sports,3,430.42,1291.26,SKU-24137
ITM2695291,ORD900735,PROD2366,me_PROD2366,ELECTRONICS,4,276.57,1106.28,SKU-76478
ITM9363279,ORD900735,PROD2120,memory_prod2120,Books,4,183.23,732.92,SKU-46398
ITM9917567,ORD900735,PROD2591,impact_PROD2591,ELECTRONICS,2,145.02,290.04,SKU-97154
ITM1367574,ORD900735,PROD9670,hold_prod9670,ELECTRONICS,4,175.32,701.28,SKU-88062
ITM4666178,ORD177060,PROD5818,win_prod5818,Electronics,4,421.16,1684.64,SKU-29343
ITM2858108,ORD255627,PROD5159,public_PROD5159,,3,28.64,85.92,SKU-37238
ITM6449519,ORD255627,PROD3894,else_PROD3894,Clothing,1,197.7,197.7,SKU-80891
ITM8868948,ORD255627,PROD1130,ever_prod1130,,1,25.76,25.76,SKU-20978
ITM4550947,ORD865757,PROD2900,mind_PROD2900,Home & Garden,5,190.48,952.4,SKU-12278
ITM6801190,ORD865757,PROD7742,art_prod7742,electronics,1,317.0,317.0,SKU-25937
ITM6949111,ORD865757,PROD5822,summer_prod5822,Clothing,4,265.97,1063.88,SKU-42454
ITM9332894,ORD133631,PROD6720,CUSTOMER_PROD6720,Toys,1,313.84,313.84,SKU-97867
ITM2171241,ORD133631,PROD1941,agency_PROD1941,ELECTRONICS,3,332.67,998.01,SKU-71330
ITM5725766,ORD636112,PROD8535,PURPOSE_PROD8535,Clothing,4,79.51,318.04,SKU-75713
ITM3899433,ORD636112,PROD9516,SISTER_PROD9516,,5,52.96,264.8,SKU-73565
ITM8325845,ORD636112,PROD8587,still_prod8587,Electronics,2,144.15,288.3,SKU-24758
ITM5172491,ORD636112,PROD1366,EAT_PROD1366,Electronics,5,339.2,1696.0,SKU-58758
ITM3342862,ORD187267,PROD3438,indeed_PROD3438,Home & Garden,3,213.1,639.3,SKU-81471
ITM5821924,ORD187267,PROD3689,SOCIETY_PROD3689,Clothing,5,271.03,1355.15,
ITM2258894,ORD292824,PROD7113,few_PROD7113,Books,3,145.81,437.43,SKU-39040
ITM5223164,ORD292824,PROD6438,religious_prod6438,,2,294.04,588.08,SKU-39019
ITM3546834,ORD292824,PROD2051,play_prod2051,electronics,1,259.07,259.07,SKU-96954
ITM4942466,ORD671232,PROD4873,FINALLY_PROD4873,,5,491.59,2457.95,SKU-36129
ITM9047347,ORD671232,PROD9464,or_prod9464,Home & Garden,3,162.12,486.36,SKU-79476
ITM4632521,ORD899048,PROD5853,hard_prod5853,,3,148.38,445.14,SKU-63888
ITM2607386,ORD448144,PROD6092,WONDER_PROD6092,Clothing,1,221.77,221.77,SKU-70513
ITM3531379,ORD448144,PROD2688,ANY_PROD2688,,1,309.27,309.27,SKU-58146
ITM1124416,ORD748484,PROD7242,seek_prod7242,Electronics,4,417.22,1668.88,SKU-69581
ITM8183526,ORD748484,PROD9863,small_PROD9863,Home & Garden,3,137.57,412.71,SKU-43037
ITM9866784,ORD823603,PROD1749,FROM_PROD1749,Sports,2,80.66,161.32,SKU-54148
ITM7559883,ORD260999,PROD2518,EXPECT_PROD2518,Sports,3,380.01,1140.03,SKU-28606
ITM5287137,ORD260999,PROD9756,environment_prod9756,Toys,2,420.16,840.32,SKU-86408
ITM4281801,ORD307084,PROD4228,ALONE_PROD4228,Home & Garden,1,110.83,110.83,SKU-61291
ITM5554337,ORD307084,PROD9064,town_prod9064,ELECTRONICS,5,54.2,271.0,SKU-67266
ITM5226260,ORD307084,PROD8679,minute_PROD8679,Books,3,357.93,1073.79,SKU-63175
ITM2798349,ORD307084,PROD9580,seat_prod9580,Electronics,3,415.99,1247.97,SKU-67583
ITM1893752,ORD990682,PROD8570,street_PROD8570,,5,206.9,1034.5,SKU-30918
ITM3599037,ORD741955,PROD4704,discuss_PROD4704,Clothing,2,215.95,431.9,SKU-17333
ITM2882140,ORD741955,PROD1203,COLLEGE_PROD1203,,3,471.39,1414.17,SKU-13703
ITM7432973,ORD491974,PROD6758,charge_PROD6758,Sports,1,121.54,121.54,SKU-14196
ITM5618026,ORD491974,PROD9810,half_prod9810,ELECTRONICS,4,471.92,1887.68,SKU-50368
ITM8721121,ORD104492,PROD7563,STRUCTURE_PROD7563,Electronics,3,463.96,1391.88,SKU-90751
ITM5407317,ORD104492,PROD9184,collection_PROD9184,electronics,5,286.16,1430.8,SKU-61486
ITM8090846,ORD613594,PROD7603,particularly_PROD7603,Clothing,2,10.65,21.3,SKU-67694
ITM4185359,ORD613594,PROD7596,mouth_prod7596,Toys,1,96.47,96.47,SKU-44412
ITM8038039,ORD613594,PROD2393,along_PROD2393,Home & Garden,5,250.38,1251.9,SKU-68225
ITM6679386,ORD613594,PROD5770,public_PROD5770,,2,395.04,790.08,SKU-36466
ITM8180805,ORD200550,PROD6557,part_prod6557,Clothing,4,325.5,1302.0,
ITM1277835,ORD200550,PROD6170,SOMETIMES_PROD6170,Home & Garden,2,182.23,364.46,SKU-22448
ITM4083370,ORD200550,PROD8692,main_PROD8692,Clothing,4,253.51,1014.04,SKU-54266
ITM9088869,ORD203510,PROD6151,understand_PROD6151,electronics,3,143.78,431.34,SKU-88591
ITM2335852,ORD239627,PROD5261,EFFECT_PROD5261,electronics,1,90.5,90.5,SKU-61428
ITM8826260,ORD779395,PROD2247,thousand_prod2247,Clothing,3,256.38,769.14,SKU-88234
ITM5108727,ORD524245,PROD3411,else_PROD3411,,5,463.02,2315.1,SKU-60941
ITM9454623,ORD524245,PROD4749,contain_PROD4749,,2,417.37,834.74,
ITM5231076,ORD524245,PROD8937,unit_PROD8937,Toys,3,324.41,973.23,SKU-38603
ITM8585353,ORD524245,PROD1278,none_PROD1278,electronics,2,366.19,732.38,SKU-24418
ITM5069252,ORD221437,PROD8202,owner_prod8202,ELECTRONICS,3,312.25,936.75,SKU-39705
ITM3370453,ORD221437,PROD5568,REMAIN_PROD5568,Sports,3,286.67,860.01,SKU-72831
ITM8482130,ORD566953,PROD7990,program_PROD7990,Books,1,404.96,404.96,SKU-25175
ITM7274871,ORD657343,PROD3768,skill_prod3768,Books,1,248.28,248.28,SKU-70655
ITM2904336,ORD657343,PROD1239,process_prod1239,Electronics,4,54.83,219.32,SKU-91703
ITM3335988,ORD657343,PROD2728,member_prod2728,Electronics,4,311.77,1247.08,SKU-87323
ITM2667422,ORD657343,PROD7292,line_prod7292,Toys,1,322.1,322.1,SKU-21863
ITM1315936,ORD841027,PROD3484,two_PROD3484,,5,415.24,2076.2,SKU-20682
ITM1479803,ORD286741,PROD3266,EIGHT_PROD3266,Sports,4,330.72,1322.88,SKU-28590
ITM6785550,ORD286741,PROD1423,program_PROD1423,Electronics,2,269.47,538.94,SKU-11182
ITM4073644,ORD725221,PROD9603,FOUR_PROD9603,Clothing,3,41.84,125.52,SKU-15534
ITM5982202,ORD620015,PROD8670,west_PROD8670,Home & Garden,1,465.02,465.02,SKU-88741
ITM4853996,ORD119211,PROD7508,OCCUR_PROD7508,ELECTRONICS,2,238.46,476.92,SKU-62370
ITM1840406,ORD119211,PROD5249,give_PROD5249,ELECTRONICS,2,195.48,390.96,
ITM9322456,ORD119211,PROD2501,suggest_PROD2501,Clothing,4,296.53,1186.12,SKU-90037
ITM6000286,ORD119211,PROD5178,seat_PROD5178,Toys,3,84.1,252.3,SKU-34937
ITM8634367,ORD192026,PROD3540,best_PROD3540,electronics,5,330.85,1654.25,SKU-43771
ITM3603719,ORD192026,PROD8671,PERHAPS_PROD8671,electronics,5,475.8,2379.0,SKU-30351
ITM3306407,ORD192026,PROD9453,STUDENT_PROD9453,,5,7.11,35.55,SKU-61745
ITM4414918,ORD192026,PROD9195,THOUGHT_PROD9195,Home & Garden,1,205.24,205.24,SKU-64795
ITM7287474,ORD936755,PROD9421,tell_PROD9421,ELECTRONICS,3,201.11,603.33,SKU-43626
ITM2479815,ORD843775,PROD2464,firm_PROD2464,,1,483.24,483.24,SKU-25140
ITM4740412,ORD236214,PROD8217,FINALLY_PROD8217,Clothing,1,288.34,288.34,SKU-58459
ITM2984667,ORD236214,PROD2212,make_prod2212,,3,455.49,1366.47,SKU-96541
ITM2123872,ORD236214,PROD9738,ability_prod9738,,3,285.14,855.42,SKU-22755
ITM5294857,ORD236214,PROD2751,hear_prod2751,Toys,2,302.97,605.94,SKU-80110
ITM4862987,ORD394401,PROD1323,late_PROD1323,Home & Garden,3,374.79,1124.37,SKU-45132
ITM6793857,ORD394401,PROD7741,item_PROD7741,,4,246.8,987.2,SKU-21212
ITM9079018,ORD705359,PROD9079,consumer_PROD9079,Toys,1,69.88,69.88,SKU-64592
ITM9156504,ORD705359,PROD6656,whose_PROD6656,ELECTRONICS,1,278.62,278.62,SKU-78425
ITM1252238,ORD705359,PROD2454,material_prod2454,Books,1,287.24,287.24,SKU-68144
ITM7361451,ORD705359,PROD9334,interest_PROD9334,,3,184.03,552.09,SKU-57942
ITM6948909,ORD151001,PROD8345,method_PROD8345,Electronics,4,226.32,905.28,SKU-87188
ITM8185983,ORD151001,PROD3402,alone_PROD3402,,1,220.16,220.16,SKU-71725
ITM2592706,ORD151001,PROD3534,PLAY_PROD3534,Sports,5,371.51,1857.55,SKU-53798
ITM5424243,ORD968985,PROD4195,SIGN_PROD4195,,1,6.0,6.0,SKU-64026
ITM5955512,ORD672625,PROD2391,war_prod2391,Clothing,4,60.6,242.4,
ITM7857693,ORD846338,PROD3236,reason_PROD3236,,4,468.05,1872.2,SKU-28856
ITM1273642,ORD919812,PROD2147,peace_prod2147,Books,3,107.01,321.03,SKU-19215
ITM3169864,ORD919812,PROD6248,evidence_prod6248,Home & Garden,3,349.31,1047.93,SKU-46714
ITM3023512,ORD215678,PROD3205,person_PROD3205,ELECTRONICS,3,179.82,539.46,
ITM3249150,ORD398644,PROD7403,technology_PROD7403,electronics,3,236.24,708.72,SKU-49806
ITM8091790,ORD939209,PROD5197,daughter_PROD5197,ELECTRONICS,4,482.87,1931.48,
ITM6385052,ORD939209,PROD6569,REPUBLICAN_PROD6569,,5,133.86,669.3,SKU-33230
ITM4064156,ORD939209,PROD3018,EAST_PROD3018,,4,33.88,135.52,
ITM2040129,ORD939209,PROD8457,policy_prod8457,ELECTRONICS,4,245.8,983.2,SKU-72524
ITM1852185,ORD584506,PROD7141,road_prod7141,Electronics,4,198.12,792.48,
ITM2679787,ORD632029,PROD7543,FRIEND_PROD7543,Books,3,211.46,634.38,SKU-30303
ITM6970469,ORD632029,PROD5225,WHERE_PROD5225,Electronics,2,179.19,358.38,SKU-39181
ITM1631625,ORD632029,PROD5962,fear_prod5962,ELECTRONICS,3,204.7,614.1,SKU-86296
ITM6151211,ORD632029,PROD6584,LIKE_PROD6584,Books,2,322.96,645.92,SKU-97435
